ISO28178
# Data formatted with IT8.7/4 patch set
ORIGINATOR	"Idealliance  E,G,J4,T"
CREATED	"December, 2016"
DESCRIPTOR	XCMYK - Expanded gamut reference characterization for high density offset printing
MEASUREMENT_SOURCE	"MeasurementCondition=M1	Filter=D50"
ILLUMINATION_NAME	D50
OBSERVER_ANGLE	2
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	SampleID
NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SampleID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
714	85	20	100	0	7.814	15.131	3.692	45.813	-50.063	35.572
715	85	30	100	0	7.363	13.438	3.454	43.415	-43.975	33.001
716	85	40	100	0	6.914	11.804	3.294	40.903	-37.547	29.753
717	85	55	100	0	6	9.189	2.868	36.347	-27.495	24.981
718	85	70	100	0	5.176	6.798	2.478	31.343	-15.448	19.465
719	85	85	100	0	4.483	4.735	2.04	25.967	-1.108	14.1
720	85	100	100	0	3.997	3.326	1.611	21.303	12.256	10.463
721	100	0	100	0	4.355	12.529	4.47	42.044	-72.133	24.404
722	100	10	100	0	4.059	11.254	4.294	40.005	-67.468	21.891
723	100	20	100	0	3.814	10.184	4.09	38.17	-63.132	19.929
724	100	30	100	0	3.531	9.075	3.907	36.129	-58.66	17.522
725	100	40	100	0	3.299	8.072	3.768	34.132	-53.767	14.949
726	100	55	100	0	2.911	6.587	3.383	30.846	-46.226	11.808
727	100	70	100	0	2.591	5.162	3.019	27.192	-36.403	8.075
728	100	85	100	0	2.169	3.545	2.465	22.107	-23.1	3.643
729	100	100	100	0	2.372	2.46	2.03	17.736	0	0
730	0	0	0	20	56.777	58.549	51.14	81.043	0.8	-3.2
731	0	10	0	20	51.509	50.492	45.59	76.371	7.555	-4.85
732	0	20	0	20	47.442	44.006	41.613	72.233	14.418	-7.066
733	0	40	0	20	40.18	32.842	33.503	64.033	28.498	-10.108
734	0	70	0	20	31.062	19.643	21.342	51.431	52.111	-11.165
735	0	100	0	20	21.964	10.506	7.873	38.735	69.436	2.984
736	10	0	0	20	49.903	52.789	49.258	77.75	-2.655	-6.759
737	10	10	0	20	45.971	46.26	45.133	73.714	3.913	-8.88
738	10	20	0	20	42.977	41.077	41.909	70.23	10.257	-10.896
739	10	40	0	20	35.72	30.04	33.33	61.689	24.237	-13.892
740	10	70	0	20	27.518	17.795	21.382	49.246	47.961	-15.011
741	10	100	0	20	19.536	9.431	8.115	36.801	66.076	-1.277
742	20	0	0	20	44.089	48.049	48.505	74.856	-6.417	-10.887
743	20	10	0	20	40.797	42.235	44.597	71.033	0.226	-12.852
744	20	20	0	20	37.632	36.901	40.834	67.203	6.765	-14.739
745	20	40	0	20	31.467	27.124	32.756	59.089	20.582	-17.521
746	20	70	0	20	23.949	15.87	21.227	46.803	43.595	-18.914
747	20	100	0	20	17.18	8.377	8.319	34.757	62.578	-5.573
748	40	0	0	20	32.94	38.565	47.16	68.435	-14.412	-20.394
749	40	10	0	20	29.91	33.171	42.779	64.299	-7.647	-22.219
750	40	20	0	20	27.686	29.114	39.125	60.882	-1.527	-23.397
751	40	40	0	20	23.035	21.273	31.729	53.247	11.773	-26.042
752	40	70	0	20	17.362	12.224	20.842	41.57	34.2	-27.163
753	40	100	0	20	12.197	6.086	8.231	29.629	54.318	-14.081
754	70	0	0	20	19.211	25.695	44.034	57.747	-25.842	-35.071
755	70	10	0	20	17.589	22.376	40.425	54.424	-19.977	-36.242
756	70	20	0	20	15.883	19.209	36.619	50.931	-14.403	-37.152
757	70	40	0	20	13.299	14.201	30.426	44.52	-2.52	-39.071
758	70	70	0	20	10.156	8.319	21.062	34.638	17.862	-39.559
759	70	100	0	20	6.715	3.627	8.595	22.399	40.204	-27.894
760	100	0	0	20	8.407	12.878	36.382	42.579	-30.78	-51.223
761	100	10	0	20	7.85	11.534	34.13	40.465	-26.679	-51.658
762	100	20	0	20	7.305	10.285	31.888	38.349	-22.692	-51.969
763	100	40	0	20	6.211	7.957	27.228	33.892	-14.616	-52.181
764	100	70	0	20	4.87	5.184	20.641	27.252	-1.604	-51.442
765	100	100	0	20	2.886	2.113	10.184	16.07	17.005	-44.281
766	0	0	10	20	55.15	57.548	42.956	80.487	-0.846	5.471
767	0	10	10	20	51.788	51.443	40.328	76.947	5.801	2.717
768	0	20	10	20	46.436	43.478	35.619	71.878	13.138	0.365
769	0	40	10	20	39.208	32.342	28.751	63.624	27.221	-3.449
770	0	70	10	20	30.621	19.593	18.68	51.374	50.726	-5.729
771	0	100	10	20	21.797	10.485	7.052	38.699	68.816	6.214
772	10	0	10	20	48.709	52.286	42.111	77.451	-4.592	1.299
773	10	10	10	20	45.231	46.107	38.792	73.615	2.231	-1.002
774	10	20	10	20	41.196	39.759	35.256	69.297	8.926	-3.569
775	10	40	10	20	34.455	29.2	28.327	60.958	23.097	-7.351
776	10	70	10	20	26.919	17.682	18.602	49.108	46.153	-9.465
777	10	100	10	20	19.326	9.375	7.163	36.697	65.474	2.304
778	20	0	10	20	43.05	47.671	41.386	74.617	-8.436	-2.666
779	20	10	10	20	39.639	41.683	38.034	70.652	-1.719	-5.09
780	20	20	10	20	36.389	36.174	34.813	66.653	5.068	-7.495
781	20	40	10	20	30.454	26.562	28.035	58.567	19.1	-10.991
782	20	70	10	20	23.558	15.832	18.6	46.753	42.093	-13.521
783	20	100	10	20	16.968	8.328	7.306	34.657	61.846	-1.798
784	40	0	10	20	31.629	37.93	39.657	67.969	-17.099	-11.884
785	40	10	10	20	29.087	33.008	36.269	64.167	-10.213	-13.843
786	40	20	10	20	26.904	28.92	33.496	60.711	-3.923	-15.824
787	40	40	10	20	22.535	21.231	27.316	53.201	9.709	-19.039
788	40	70	10	20	17.109	12.256	18.221	41.62	32.605	-21.539
789	40	100	10	20	12.113	6.121	7.404	29.715	53.372	-10.716
790	70	0	10	20	18.021	25.113	37.023	57.185	-29.58	-26.927
791	70	10	10	20	16.567	21.928	34.031	53.951	-23.544	-28.263
792	70	20	10	20	15.148	19.03	31.3	50.722	-17.8	-29.735
793	70	40	10	20	12.737	14.113	26.169	44.394	-5.672	-32.258
794	70	70	10	20	9.756	8.222	18.327	34.442	15.569	-34.149
795	70	100	10	20	6.514	3.601	7.796	22.307	38.523	-25.043
796	100	0	10	20	7.706	12.616	31.793	42.18	-35.403	-45.222
797	100	10	10	20	7.229	11.361	29.997	40.183	-31.331	-45.871
798	100	20	10	20	6.714	10.123	28.105	38.063	-27.328	-46.458
799	100	40	10	20	5.774	7.89	24.257	33.753	-18.837	-47.202
800	100	70	10	20	4.487	5.054	18.331	26.888	-5.017	-47.182
801	100	100	10	20	2.767	2.116	9.342	16.085	14.78	-41.434
802	0	0	20	20	53.723	56.641	36.456	79.977	-2.261	13.154
803	0	10	20	20	49.852	49.988	33.851	76.062	4.487	10.122
804	0	20	20	20	45.786	43.449	30.882	71.859	11.381	7.354
805	0	40	20	20	38.862	32.457	25.208	63.719	25.721	2.75
806	0	70	20	20	30.272	19.604	16.443	51.387	49.369	-0.634
807	0	100	20	20	21.737	10.505	6.346	38.735	68.382	9.32
808	10	0	20	20	47.398	51.522	35.791	76.994	-6.229	8.943
809	10	10	20	20	44.492	45.971	33.588	73.527	0.483	6.136
810	10	20	20	20	40.648	39.77	30.447	69.305	7.215	3.631
811	10	40	20	20	34.039	29.191	24.684	60.949	21.701	-1.086
812	10	70	20	20	26.533	17.548	16.289	48.943	45.291	-4.48
813	10	100	20	20	19.117	9.334	6.425	36.62	64.747	5.32
814	20	0	20	20	41.858	47.058	35.265	74.227	-10.315	4.918
815	20	10	20	20	38.65	41.238	32.384	70.343	-3.502	2.439
816	20	20	20	20	35.399	35.668	29.34	66.265	3.434	0.15
817	20	40	20	20	29.72	26.177	24.021	58.204	17.906	-4.61
818	20	70	20	20	23.235	15.731	16.214	46.62	41.231	-8.308
819	20	100	20	20	16.72	8.256	6.513	34.511	61.102	1.298
820	40	0	20	20	30.6	37.355	33.926	67.542	-19.044	-4.677
821	40	10	20	20	28.157	32.586	31.047	63.825	-12.349	-6.754
822	40	20	20	20	26.387	28.773	28.596	60.581	-5.467	-8.443
823	40	40	20	20	22.107	21.07	23.552	53.026	8.501	-12.67
824	40	70	20	20	16.883	12.174	15.843	41.492	31.915	-16.255
825	40	100	20	20	12.075	6.154	6.703	29.798	52.747	-7.655
826	70	0	20	20	16.982	24.475	31.6	56.56	-32.49	-20.132
827	70	10	20	20	15.677	21.434	29.17	53.421	-26.328	-21.722
828	70	20	20	20	14.659	19.01	27.204	50.699	-20.635	-23.163
829	70	40	20	20	12.257	13.935	22.738	44.14	-7.82	-26.455
830	70	70	20	20	9.528	8.194	16.223	34.384	13.986	-29.426
831	70	100	20	20	6.457	3.625	7.093	22.392	37.558	-22.073
832	100	0	20	20	7.102	12.471	27.828	41.955	-40.213	-39.288
833	100	10	20	20	6.666	11.225	26.342	39.958	-35.983	-40.208
834	100	20	20	20	6.272	10.117	24.949	38.051	-31.896	-41.042
835	100	40	20	20	5.393	7.847	21.757	33.663	-22.844	-42.619
836	100	70	20	20	4.185	4.947	16.507	26.583	-7.834	-43.55
837	100	100	20	20	2.635	2.096	8.541	15.981	12.753	-38.764
838	0	0	40	20	52.037	55.832	25.268	79.518	-4.633	29.883
839	0	10	40	20	47.858	48.779	23.296	75.314	2.288	26.235
840	0	20	40	20	44.202	42.586	21.488	71.273	9.355	22.757
841	0	40	40	20	37.231	31.543	17.461	62.964	23.735	16.964
842	0	70	40	20	29.454	19.39	11.739	51.141	47.341	11.356
843	0	100	40	20	21.528	10.562	4.88	38.833	66.983	16.619
844	10	0	40	20	45.78	50.81	25	76.564	-8.914	25.268
845	10	10	40	20	41.897	44.184	22.813	72.351	-2.113	22.041
846	10	20	40	20	38.552	38.44	20.871	68.344	4.802	18.94
847	10	40	40	20	32.544	28.445	17.12	60.288	19.3	13.133
848	10	70	40	20	25.589	17.242	11.47	48.564	43.022	7.717
849	10	100	40	20	18.897	9.386	4.943	36.717	63.207	12.636
850	20	0	40	20	40.308	46.311	24.609	73.747	-12.977	21.115
851	20	10	40	20	36.685	40.102	22.413	69.542	-6.407	17.964
852	20	20	40	20	33.612	34.686	20.304	65.503	0.585	15.198
853	20	40	40	20	28.484	25.749	16.812	57.798	14.909	9.555
854	20	70	40	20	22.191	15.401	11.464	46.179	38.401	3.623
855	20	100	40	20	16.445	8.269	4.957	34.537	59.455	8.806
856	40	0	40	20	28.482	36.123	23.081	66.614	-23.098	11.642
857	40	10	40	20	26.392	31.648	21.324	63.051	-16.093	8.905
858	40	20	40	20	24.637	27.854	19.495	59.756	-9.257	6.978
859	40	40	40	20	21.368	20.948	16.162	52.893	5.626	2.634
860	40	70	40	20	16.097	11.941	11.155	41.122	29.103	-4.16
861	40	100	40	20	11.861	6.172	5.002	29.841	51.077	0.47
862	70	0	40	20	15.356	23.707	21.781	55.794	-38.432	-4.51
863	70	10	40	20	14.077	20.61	20.125	52.52	-32.065	-6.817
864	70	20	40	20	13.243	18.328	18.742	49.892	-26.041	-8.419
865	70	40	40	20	11.269	13.639	15.773	43.71	-12.912	-12.26
866	70	70	40	20	8.673	7.785	11.204	33.532	10.531	-17.396
867	70	100	40	20	6.197	3.615	5.313	22.354	34.96	-14.034
868	100	0	40	20	5.949	12.021	20.26	41.249	-49.189	-26.529
869	100	10	40	20	5.539	10.746	19.189	39.149	-44.786	-27.902
870	100	20	40	20	5.168	9.621	18.19	37.154	-40.588	-29.17
871	100	40	40	20	4.401	7.425	15.742	32.755	-31.458	-31.074
872	100	70	40	20	3.46	4.684	12.209	25.816	-15.323	-33.683
873	100	100	40	20	2.372	2.046	6.633	15.728	8.67	-31.613
874	0	0	70	20	48.965	53.276	11.88	78.038	-6.424	57.313
875	0	10	70	20	44.951	46.429	10.906	73.823	0.53	52.993
876	0	20	70	20	42	40.99	10.093	70.169	7.603	49.289
877	0	40	70	20	35.468	30.425	8.265	62.019	21.966	41.635
878	0	70	70	20	27.973	18.683	5.644	50.315	45.159	32.544
879	0	100	70	20	21.24	10.655	2.778	38.993	64.936	30.234
880	10	0	70	20	42.792	48.366	11.723	75.055	-11.089	52.634
881	10	10	70	20	39.322	42.201	10.669	71.009	-4.251	48.883
882	10	20	70	20	36.377	36.915	9.789	67.213	2.614	45.199
883	10	40	70	20	30.866	27.531	8.056	59.462	16.77	38.018
884	10	70	70	20	24.543	16.85	5.588	48.07	40.713	28.948
885	10	100	70	20	18.459	9.356	2.743	36.66	61.189	26.487
886	20	0	70	20	37.093	43.652	11.354	71.995	-15.644	48.465
887	20	10	70	20	34.178	38.199	10.469	68.167	-8.931	44.622
888	20	20	70	20	31.689	33.479	9.538	64.547	-2.132	41.452
889	20	40	70	20	26.871	24.975	7.878	57.051	11.721	34.543
890	20	70	70	20	21.023	14.923	5.484	45.529	35.731	25.074
891	20	100	70	20	16.14	8.316	2.779	34.632	57.318	22.708
892	40	0	70	20	26.025	34.14	10.844	65.073	-26.322	38.1
893	40	10	70	20	23.925	29.706	9.914	61.4	-19.424	34.76
894	40	20	70	20	22.701	26.646	9.087	58.645	-13.006	32.837
895	40	40	70	20	19.5	19.995	7.621	51.832	1.107	26.55
896	40	70	70	20	15.151	11.706	5.37	40.745	25.222	17.388
897	40	100	70	20	11.394	6.147	2.821	29.78	48.034	14.024
898	70	0	70	20	13.318	22.176	10.514	54.213	-44.183	20.417
899	70	10	70	20	12.425	19.557	9.744	51.332	-37.673	17.971
900	70	20	70	20	11.565	17.264	8.949	48.591	-31.826	15.988
901	70	40	70	20	9.677	12.682	7.461	42.28	-18.846	10.718
902	70	70	70	20	7.756	7.427	5.359	32.759	5.67	3.677
903	70	100	70	20	5.872	3.662	2.983	22.523	30.667	0.29
904	100	0	70	20	4.332	10.785	10.478	39.216	-60.25	-5.325
905	100	10	70	20	4.079	9.774	10.08	37.434	-56.093	-7.108
906	100	20	70	20	3.817	8.8	9.43	35.596	-51.99	-8.094
907	100	40	70	20	3.303	6.883	8.3	31.539	-42.52	-11.049
908	100	70	70	20	2.617	4.339	6.531	24.763	-25.431	-15.588
909	100	100	70	20	1.938	2.028	3.929	15.634	-0.406	-17.949
910	0	0	100	20	46.023	49.191	3.536	75.57	-3.942	87.893
911	0	10	100	20	42.063	42.841	3.219	71.447	2.285	82.945
912	0	20	100	20	38.769	37.318	2.941	67.515	9.066	78.176
913	0	40	100	20	33.484	28.432	2.367	60.277	22.665	70.293
914	0	70	100	20	26.69	17.859	1.71	49.325	44.284	57.696
915	0	100	100	20	20.348	10.517	1.11	38.755	61.674	46.835
916	10	0	100	20	39.909	44.299	3.467	72.428	-8.529	82.937
917	10	10	100	20	36.891	39.031	3.205	68.773	-2.418	78.428
918	10	20	100	20	33.684	33.734	2.931	64.751	4.082	73.485
919	10	40	100	20	28.719	25.295	2.353	57.362	17.7	65.382
920	10	70	100	20	23.346	16.119	1.716	47.13	39.527	53.849
921	10	100	100	20	17.828	9.415	1.143	36.772	57.383	42.949
922	20	0	100	20	34.449	39.944	3.431	69.43	-13.439	78.008
923	20	10	100	20	31.802	35.092	3.153	65.821	-7.215	73.706
924	20	20	100	20	29.318	30.632	2.907	62.196	-0.829	69.257
925	20	40	100	20	24.618	22.608	2.341	54.667	12.602	60.845
926	20	70	100	20	19.97	14.364	1.746	44.75	33.977	49.425
927	20	100	100	20	15.481	8.348	1.152	34.697	53.235	39.254
928	40	0	100	20	23.856	31.018	3.306	62.523	-24.571	66.951
929	40	10	100	20	22.201	27.372	3.035	59.317	-18.184	63.344
930	40	20	100	20	20.678	24.137	2.775	56.225	-12.029	59.969
931	40	40	100	20	17.564	18.005	2.337	49.502	1.099	51.969
932	40	70	100	20	14.129	11.121	1.782	39.783	23.162	40.487
933	40	100	100	20	10.984	6.245	1.148	30.022	44.015	31.252
934	70	0	100	20	11.712	19.606	3.241	51.388	-42.843	48.201
935	70	10	100	20	10.903	17.389	3.043	48.747	-37.297	45.059
936	70	20	100	20	10.396	15.75	2.861	46.645	-32.038	42.791
937	70	40	100	20	8.897	11.868	2.413	41.006	-19.77	36.667
938	70	70	100	20	7.091	7.194	1.921	32.244	1.531	26.073
939	70	100	100	20	5.496	3.778	1.26	22.923	24.659	17.497
940	100	0	100	20	3.499	9.589	3.523	37.094	-63.319	21.639
941	100	10	100	20	3.298	8.742	3.369	35.483	-59.609	19.897
942	100	20	100	20	3.059	7.851	3.227	33.672	-55.817	17.757
943	100	40	100	20	2.674	6.274	2.996	30.095	-47.333	13.251
944	100	70	100	20	2.249	4.262	2.445	24.52	-31.796	7.975
945	100	100	100	20	1.77	2.189	1.68	16.448	-7.969	1.334
946	0	0	0	40	35.713	36.853	31.964	67.167	0.6	-2.4
947	0	20	0	40	30.497	28.42	26.06	60.266	11.936	-4.704
948	0	40	0	40	26.279	21.7	21.62	53.707	23.717	-7.792
949	0	70	0	40	20.632	13.284	14.207	43.188	43.938	-9.212
950	0	100	0	40	15.084	7.343	5.715	32.575	60.039	1.616
951	20	0	0	40	28.607	31.013	29.995	62.518	-4.959	-7.358
952	20	20	0	40	24.908	24.474	25.922	56.559	5.687	-10.854
953	20	40	0	40	21.051	18.315	21.33	49.875	17.127	-13.823
954	20	70	0	40	16.159	10.849	14.073	39.326	37.195	-15.523
955	20	100	0	40	11.673	5.808	5.853	28.923	53.717	-5.334
956	40	0	0	40	21.639	25.174	28.973	57.245	-11.858	-14.811
957	40	20	0	40	18.731	19.763	25.016	51.568	-1.66	-17.857
958	40	40	0	40	15.894	14.816	21.005	45.381	9.581	-20.921
959	40	70	0	40	12.187	8.672	14.106	35.346	29.609	-22.472
960	40	100	0	40	8.779	4.487	5.912	25.219	47.268	-11.999
961	70	0	0	40	13.003	17.304	27.934	48.641	-22.22	-27.937
962	70	20	0	40	10.972	13.308	23.985	43.223	-12.98	-30.374
963	70	40	0	40	9.329	9.977	20.273	37.801	-2.355	-32.502
964	70	70	0	40	7.264	6.004	14.263	29.423	15.382	-33.093
965	70	100	0	40	5.078	2.856	6.332	19.459	34.58	-23.852
966	100	0	0	40	5.793	9.031	24.396	36.044	-28.493	-43.504
967	100	20	0	40	5.22	7.492	22.024	32.902	-21.638	-44.455
968	100	40	0	40	4.671	6.102	19.537	29.669	-14.575	-44.986
969	100	70	0	40	3.582	3.867	14.346	23.228	-2.252	-43.989
970	100	100	0	40	2.283	1.734	7.521	14.022	14.165	-38.243
971	0	0	20	40	35.708	37.5	24.477	67.651	-1.501	10.842
972	0	20	20	40	30.278	28.959	20.614	60.745	9.053	6.36
973	0	40	20	40	24.885	20.943	16.265	52.887	21.413	2.378
974	0	70	20	40	20.004	13.183	11.134	43.038	41.521	-0.79
975	0	100	20	40	14.551	7.162	4.426	32.173	58.561	7.63
976	20	0	20	40	27.148	30.217	22.455	61.841	-7.807	4.605
977	20	20	20	40	23.983	24.156	19.651	56.243	3.056	0.591
978	20	40	20	40	20.149	17.834	16.119	49.295	15.265	-3.466
979	20	70	20	40	15.727	10.78	10.941	39.207	35.232	-6.799
980	20	100	20	40	11.496	5.8	4.664	28.902	52.546	0.666
981	40	0	20	40	20.793	24.976	22.308	57.052	-15.041	-3.367
982	40	20	20	40	18.057	19.583	19.005	51.363	-4.291	-6.451
983	40	40	20	40	15.38	14.689	15.996	45.206	7.351	-10.221
984	40	70	20	40	11.782	8.605	10.902	35.212	27.372	-13.566
985	40	100	20	40	8.797	4.568	4.838	25.468	46.35	-6.198
986	70	0	20	40	11.867	16.764	21.18	47.962	-26.988	-16.823
987	70	20	20	40	10.19	13.059	18.204	42.852	-17.275	-19.377
988	70	40	20	40	8.805	9.949	15.665	37.751	-6.528	-22.269
989	70	70	20	40	6.982	6.025	11.384	29.476	12.389	-24.935
990	70	100	20	40	4.898	2.846	5.162	19.415	32.521	-18.331
991	100	0	20	40	4.883	8.564	18.571	35.131	-35.404	-33.496
992	100	20	20	40	4.429	7.154	16.945	32.154	-28.496	-34.969
993	100	40	20	40	3.997	5.832	15.329	28.984	-20.852	-36.558
994	100	70	20	40	3.165	3.745	11.774	22.81	-7.195	-37.595
995	100	100	20	40	2.067	1.669	6.1	13.644	11.111	-32.824
996	0	0	40	40	33.051	35.285	16.645	65.97	-3.392	24.035
997	0	20	40	40	28.343	27.483	14.114	59.419	7.37	19.016
998	0	40	40	40	24.84	21.374	12.042	53.357	19.197	14.285
999	0	70	40	40	19.45	13.129	8.053	42.957	39.114	9.571
1000	0	100	40	40	14.203	7.153	3.473	32.154	56.503	13.455
1001	20	0	40	40	26.032	29.635	16.037	61.338	-10.193	17.495
1002	20	20	40	40	23.013	23.724	13.979	55.81	0.624	13.147
1003	20	40	40	40	19.503	17.758	11.558	49.201	12.465	8.551
1004	20	70	40	40	15.104	10.63	7.792	38.951	32.675	3.669
1005	20	100	40	40	11.466	5.892	3.545	29.138	51.322	7.78
1006	40	0	40	40	19.414	24.149	15.642	56.237	-18.307	9.657
1007	40	20	40	40	16.913	19.015	13.275	50.704	-7.626	6.234
1008	40	40	40	40	14.936	14.73	11.452	45.262	4.472	2.077
1009	40	70	40	40	11.338	8.552	7.795	35.107	24.67	-2.969
1010	40	100	40	40	8.606	4.605	3.693	25.577	44.237	0.677
1011	70	0	40	40	10.841	16.278	14.92	47.337	-31.681	-3.89
1012	70	20	40	40	9.445	12.835	12.973	42.514	-21.731	-7.056
1013	70	40	40	40	8.191	9.785	11.177	37.454	-10.604	-10.55
1014	70	70	40	40	6.552	5.914	8.105	29.195	9.231	-14.354
1015	70	100	40	40	4.731	2.87	3.973	19.514	29.971	-11.526
1016	100	0	40	40	4.248	8.418	14.132	34.839	-42.54	-23.411
1017	100	20	40	40	3.818	6.974	12.729	31.749	-35.391	-24.934
1018	100	40	40	40	3.316	5.454	11.106	27.991	-27.025	-26.648
1019	100	70	40	40	2.724	3.621	8.906	22.377	-13.129	-29.055
1020	100	100	40	40	1.943	1.698	4.903	13.816	7.555	-26.633
1021	0	0	70	40	30.977	33.588	8.093	64.635	-5.117	46.792
1022	0	20	70	40	27.143	26.72	7.025	58.714	5.649	40.837
1023	0	40	70	40	23.185	20.169	5.784	52.028	17.697	34.827
1024	0	70	70	40	18.328	12.576	4.062	42.118	36.978	26.906
1025	0	100	70	40	14.152	7.315	2.101	32.514	54.631	24.807
1026	20	0	70	40	24.779	28.884	7.996	60.679	-12.626	40.345
1027	20	20	70	40	21.602	22.815	6.816	54.881	-1.845	35.108
1028	20	40	70	40	18.484	17.249	5.665	48.572	9.974	29.44
1029	20	70	70	40	14.611	10.589	4.016	38.879	30.018	21.597
1030	20	100	70	40	11.226	5.967	2.138	29.33	48.763	18.973
1031	40	0	70	40	17.855	23.023	7.673	55.097	-21.456	31.973
1032	40	20	70	40	15.754	18.332	6.544	49.896	-10.693	27.69
1033	40	40	70	40	13.479	13.814	5.445	43.966	1.027	22.571
1034	40	70	70	40	10.713	8.415	3.976	34.833	21.263	14.868
1035	40	100	70	40	8.234	4.611	2.184	25.596	40.891	12.116
1036	70	0	70	40	9.512	15.327	7.524	46.078	-36.551	17.016
1037	70	20	70	40	8.421	12.264	6.519	41.633	-26.579	13.552
1038	70	40	70	40	7.462	9.47	5.432	36.875	-14.834	10.412
1039	70	70	70	40	6.022	5.801	4.114	28.905	4.827	3.813
1040	70	100	70	40	4.558	2.968	2.348	19.914	25.995	0.859
1041	100	0	70	40	3.351	7.941	7.746	33.86	-51.746	-4.93
1042	100	20	70	40	2.973	6.536	6.983	30.725	-44.619	-7.247
1043	100	40	70	40	2.591	5.124	6.018	27.084	-35.95	-9.277
1044	100	70	70	40	2.142	3.402	4.874	21.587	-21.45	-13.082
1045	100	100	70	40	1.658	1.706	2.958	13.864	0.341	-14.458
1046	0	0	100	40	28.246	30.304	2.513	61.915	-3.768	71.885
1047	0	20	100	40	24.412	23.796	2.16	55.883	6.474	64.555
1048	0	40	100	40	21.069	18.23	1.802	49.773	17.652	57.497
1049	0	70	100	40	17.317	12.03	1.397	41.264	35.273	47.372
1050	0	100	100	40	13.911	7.474	0.972	32.864	51.624	38.746
1051	20	0	100	40	22.957	26.473	2.508	58.483	-11.15	66.008
1052	20	20	100	40	19.359	20.304	2.168	52.179	-1.095	58.095
1053	20	40	100	40	16.97	15.823	1.837	46.742	9.766	51.916
1054	20	70	100	40	13.749	10.171	1.43	38.148	27.826	41.601
1055	20	100	100	40	10.746	6.013	0.987	29.446	44.733	32.608
1056	40	0	100	40	16.343	20.931	2.474	52.874	-20.162	56.614
1057	40	20	100	40	14.641	17.035	2.191	48.305	-10.422	51.201
1058	40	40	100	40	12.425	12.845	1.857	42.529	0.269	44.449
1059	40	70	100	40	10.139	8.21	1.473	34.416	18.693	34.65
1060	40	100	100	40	8.063	4.83	1.022	26.245	36.563	26.564
1061	70	0	100	40	8.397	13.651	2.498	43.728	-35.822	40.645
1062	70	20	100	40	7.694	11.391	2.26	40.231	-27.116	36.663
1063	70	40	100	40	6.642	8.775	1.96	35.547	-17.216	31.381
1064	70	70	100	40	5.502	5.64	1.625	28.484	0.751	22.689
1065	70	100	100	40	4.358	3.162	1.1	20.682	19.999	15.821
1066	100	0	100	40	2.79	7.271	2.86	32.416	-55.192	18.271
1067	100	20	100	40	2.494	6.052	2.574	29.544	-48.45	15.564
1068	100	40	100	40	2.242	4.928	2.347	26.528	-40.603	12.271
1069	100	70	100	40	1.934	3.452	1.95	21.769	-26.932	7.725
1070	100	100	100	40	1.591	1.913	1.372	15.022	-6.412	2.44
1071	0	0	0	60	19.54	20.183	17.346	52.043	0.4	-1.6
1072	0	20	0	60	16.835	15.693	13.807	46.569	9.767	-2.33
1073	0	40	0	60	14.912	12.412	11.836	41.864	18.973	-4.926
1074	0	70	0	60	11.254	7.389	7.639	32.676	34.543	-6.551
1075	0	100	0	60	8.742	4.41	3.351	24.982	47.976	1.912
1076	20	0	0	60	16.711	18.007	16.54	49.504	-3.574	-4.108
1077	20	20	0	60	13.705	13.429	13.569	43.403	4.895	-7.151
1078	20	40	0	60	11.415	9.858	10.908	37.586	14.537	-9.492
1079	20	70	0	60	9.49	6.47	8.027	30.567	30.133	-11.692
1080	20	100	0	60	6.973	3.575	3.388	22.213	43.606	-3.115
1081	40	0	0	60	11.65	13.502	14.719	43.51	-9.326	-9.979
1082	40	20	0	60	10.531	11.116	13.322	39.774	-1.401	-12.74
1083	40	40	0	60	9.234	8.634	11.536	35.27	7.765	-15.403
1084	40	70	0	60	7.182	5.212	7.966	27.331	23.602	-17.039
1085	40	100	0	60	5.411	2.865	3.471	19.496	38.423	-8.356
1086	70	0	0	60	7.259	9.636	14.513	37.181	-18.1	-20.364
1087	70	20	0	60	6.457	7.841	13.213	33.649	-10.96	-23.001
1088	70	40	0	60	5.521	5.953	11.225	29.294	-2.518	-24.766
1089	70	70	0	60	4.482	3.773	8.258	22.905	12.087	-25.775
1090	70	100	0	60	3.311	1.955	3.829	15.249	27.826	-17.993
1091	100	0	0	60	3.527	5.506	13.785	28.129	-24.24	-34.065
1092	100	20	0	60	3.336	4.832	13.222	26.251	-19.194	-35.783
1093	100	40	0	60	3.023	3.984	11.883	23.617	-13.101	-36.525
1094	100	70	0	60	2.365	2.566	8.525	18.214	-2.204	-34.855
1095	100	100	0	60	1.679	1.307	4.694	11.326	11.809	-29.802
1096	0	0	20	60	18.161	18.936	12.118	50.612	-0.509	9.331
1097	0	20	20	60	16.068	15.248	10.618	45.972	8.026	5.878
1098	0	40	20	60	14.579	12.327	9.377	41.731	17.534	2.664
1099	0	70	20	60	11.45	7.691	6.363	33.332	33.123	-0.073
