Library|Pantone_Name|Hex|R|G|B|C|M|Y|K|L|a|b|Hex_Source|RGB_Source|CMYK_Source|Lab_Source
Pantone CMYK Uncoated|PANTONE P 177-12 U|#5E625F|94|98|95|4.1|0.0|3.1|61.6|41.18|-2.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-13 U|#5A5E5C|90|94|92|4.3|0.0|2.1|63.1|39.61|-2.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-14 U|#555956|85|89|86|4.5|0.0|3.4|65.1|37.25|-2.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-15 U|#515350|81|83|80|2.4|0.0|3.6|67.5|34.9|-1.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 177-16 U|#4C4E4C|76|78|76|2.6|0.0|2.6|69.4|32.94|-1.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-1 U|#C4BCAC|196|188|172|0.0|4.1|12.2|23.1|76.47|1.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-2 U|#BAB19E|186|177|158|0.0|4.8|15.1|27.1|72.55|1.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-3 U|#B0A795|176|167|149|0.0|5.1|15.3|31.0|69.02|1.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-4 U|#A9A08D|169|160|141|0.0|5.3|16.6|33.7|66.27|1.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-5 U|#A09784|160|151|132|0.0|5.6|17.5|37.3|62.75|1.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-6 U|#978D7D|151|141|125|0.0|6.6|17.2|40.8|59.22|2.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-7 U|#8D8679|141|134|121|0.0|5.0|14.2|44.7|56.08|1.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-8 U|#857F73|133|127|115|0.0|4.5|13.5|47.8|53.33|1.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-9 U|#7F7B71|127|123|113|0.0|3.1|11.0|50.2|51.76|0.0|6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-10 U|#78746A|120|116|106|0.0|3.3|11.7|52.9|49.02|0.0|6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-11 U|#706D65|112|109|101|0.0|2.7|9.8|56.1|46.27|0.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-12 U|#6B6960|107|105|96|0.0|1.9|10.3|58.0|44.31|0.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-13 U|#65635C|101|99|92|0.0|2.0|8.9|60.4|41.96|0.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-14 U|#5F5D58|95|93|88|0.0|2.1|7.4|62.7|39.61|0.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-15 U|#5A5652|90|86|82|0.0|4.4|8.9|64.7|36.86|1.0|3.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 178-16 U|#54514E|84|81|78|0.0|3.6|7.1|67.1|34.51|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-1 U|#F2F4F2|242|244|242|0.8|0.0|0.8|4.3|96.08|-1.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-2 U|#DDDFDC|221|223|220|0.9|0.0|1.3|12.5|88.63|-1.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-3 U|#CACAC8|202|202|200|0.0|0.0|1.0|20.8|81.18|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-4 U|#BAB9B8|186|185|184|0.0|0.5|1.1|27.1|75.29|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-5 U|#B0B0AE|176|176|174|0.0|0.0|1.1|31.0|71.76|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-6 U|#A2A19F|162|161|159|0.0|0.6|1.9|36.5|66.27|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-7 U|#929290|146|146|144|0.0|0.0|1.4|42.7|60.39|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-8 U|#868584|134|133|132|0.0|0.7|1.5|47.5|55.69|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-9 U|#807F7E|128|127|126|0.0|0.8|1.6|49.8|53.33|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-10 U|#797877|121|120|119|0.0|0.8|1.7|52.5|50.59|0.0|1.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-11 U|#6D6C68|109|108|104|0.0|0.9|4.6|57.3|45.49|0.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-12 U|#686764|104|103|100|0.0|1.0|3.8|59.2|43.53|0.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-13 U|#63605D|99|96|93|0.0|3.0|6.1|61.2|40.78|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-14 U|#5A5754|90|87|84|0.0|3.3|6.7|64.7|37.25|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-15 U|#55514F|85|81|79|0.0|4.7|7.1|66.7|34.9|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Uncoated|PANTONE P 179-16 U|#524F4C|82|79|76|0.0|3.7|7.3|67.8|33.73|1.0|2.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 100 CP|#F6EA6A|246|234|106|0.0|4.9|56.9|3.5|91.76|-7.0|62.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 101 CP|#F7EA61|247|234|97|0.0|5.3|60.7|3.1|91.76|-7.0|66.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 102 CP|#F7E600|247|230|0|0.0|6.9|100.0|3.1|90.59|-8.0|95.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE Yellow CP|#F7E200|247|226|0|0.0|8.5|100.0|3.1|89.41|-6.0|94.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 103 CP|#CDAB00|205|171|0|0.0|16.6|100.0|19.6|71.37|3.0|78.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 104 CP|#B59800|181|152|0|0.0|16.0|100.0|29.0|63.92|2.0|70.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 105 CP|#8D7A29|141|122|41|0.0|13.5|70.9|44.7|51.76|1.0|45.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7401 CP|#F2DFA1|242|223|161|0.0|7.9|33.5|5.1|89.41|0.0|33.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7402 CP|#EED593|238|213|147|0.0|10.5|38.2|6.7|86.27|2.0|36.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7403 CP|#F1D283|241|210|131|0.0|12.9|45.6|5.5|85.49|4.0|43.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7404 CP|#F5DA4E|245|218|78|0.0|11.0|68.2|3.9|87.45|-1.0|69.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7405 CP|#F4CD00|244|205|0|0.0|16.0|100.0|4.3|83.92|3.0|88.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7406 CP|#F3C400|243|196|0|0.0|19.3|100.0|4.7|81.57|7.0|87.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7407 CP|#CD9B5B|205|155|91|0.0|24.4|55.6|19.6|67.84|14.0|41.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2001 CP|#F3E397|243|227|151|0.0|6.6|37.9|4.7|90.2|-2.0|39.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2002 CP|#F4DF7C|244|223|124|0.0|8.6|49.2|4.3|89.02|-2.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2003 CP|#F5DF65|245|223|101|0.0|9.0|58.8|3.9|89.02|-3.0|61.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2004 CP|#F4D978|244|217|120|0.0|11.1|50.8|4.3|87.45|1.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2005 CP|#F3D177|243|209|119|0.0|14.0|51.0|4.7|85.49|4.0|49.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2006 CP|#ECB654|236|182|84|0.0|22.9|64.4|7.5|77.65|13.0|56.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2007 CP|#E19D33|225|157|51|0.0|30.2|77.3|11.8|70.2|20.0|62.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 106 CP|#F8E84E|248|232|78|0.0|6.5|68.5|2.7|91.37|-7.0|73.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 107 CP|#F6E017|246|224|23|0.0|8.9|90.7|3.5|89.02|-5.0|85.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 108 CP|#F8DA00|248|218|0|0.0|12.1|100.0|2.7|87.45|-2.0|96.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 109 CP|#F5CD00|245|205|0|0.0|16.3|100.0|3.9|83.92|3.0|97.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 110 CP|#E3AA00|227|170|0|0.0|25.1|100.0|11.0|73.33|13.0|85.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 111 CP|#B78C00|183|140|0|0.0|23.5|100.0|28.2|61.18|9.0|71.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 112 CP|#A38104|163|129|4|0.0|20.9|97.5|36.1|56.08|6.0|60.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 113 CP|#F6E164|246|225|100|0.0|8.5|59.3|3.5|89.41|-3.0|62.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 114 CP|#F5DE59|245|222|89|0.0|9.4|63.7|3.9|88.63|-3.0|66.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 115 CP|#F6DA46|246|218|70|0.0|11.4|71.5|3.5|87.45|-1.0|72.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 116 CP|#F3CD1E|243|205|30|0.0|15.6|87.7|4.7|83.92|3.0|80.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 117 CP|#D19B01|209|155|1|0.0|25.8|99.5|18.0|67.84|13.0|71.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 118 CP|#B98905|185|137|5|0.0|25.9|97.3|27.5|60.39|12.0|64.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 119 CP|#93792D|147|121|45|0.0|17.7|69.4|42.4|52.16|4.0|44.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 127 CP|#F3DF80|243|223|128|0.0|8.2|47.3|4.7|89.02|-2.0|49.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 128 CP|#F3D66D|243|214|109|0.0|11.9|55.1|4.7|86.67|1.0|55.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 129 CP|#F4D25D|244|210|93|0.0|13.9|61.9|4.3|85.49|3.0|61.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 130 CP|#EFA717|239|167|23|0.0|30.1|90.4|6.3|74.12|20.0|74.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 131 CP|#D78D13|215|141|19|0.0|34.4|91.2|15.7|65.1|23.0|67.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 132 CP|#AE7C16|174|124|22|0.0|28.7|87.4|31.8|56.08|14.0|57.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 133 CP|#776128|119|97|40|0.0|18.5|66.4|53.3|42.35|4.0|35.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4001 CP|#EBDC9F|235|220|159|0.0|6.4|32.3|7.8|87.84|-1.0|32.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4002 CP|#DDC385|221|195|133|0.0|11.8|39.8|13.3|80.0|3.0|35.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4003 CP|#D8C599|216|197|153|0.0|8.8|29.2|15.3|80.39|2.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4004 CP|#C9B27C|201|178|124|0.0|11.4|38.3|21.2|73.73|3.0|31.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4005 CP|#C1A87E|193|168|126|0.0|13.0|34.7|24.3|70.2|5.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4006 CP|#B89F74|184|159|116|0.0|13.6|37.0|27.8|67.06|5.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 4007 CP|#A98E61|169|142|97|0.0|16.0|42.6|33.7|60.78|6.0|28.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1205 CP|#F3DF8A|243|223|138|0.0|8.2|43.2|4.7|89.02|-1.0|44.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1215 CP|#F4D56C|244|213|108|0.0|12.7|55.7|4.3|86.27|2.0|55.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1225 CP|#F2C441|242|196|65|0.0|19.0|73.1|5.1|81.57|8.0|68.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1235 CP|#F0B00F|240|176|15|0.0|26.7|93.8|5.9|76.47|16.0|77.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1245 CP|#CD901C|205|144|28|0.0|29.8|86.3|19.6|64.71|17.0|64.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1255 CP|#B68523|182|133|35|0.0|26.9|80.8|28.6|59.22|13.0|56.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1265 CP|#93702A|147|112|42|0.0|23.8|71.4|42.4|49.8|9.0|43.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 120 CP|#F4D96D|244|217|109|0.0|11.1|55.3|4.3|87.45|0.0|56.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 121 CP|#F4D664|244|214|100|0.0|12.3|59.0|4.3|86.67|1.0|59.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 122 CP|#F4CF58|244|207|88|0.0|15.2|63.9|4.3|84.71|4.0|62.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 123 CP|#F1BF44|241|191|68|0.0|20.7|71.8|5.5|80.39|10.0|66.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 124 CP|#EFA701|239|167|1|0.0|30.1|99.6|6.3|74.12|20.0|77.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 125 CP|#C08502|192|133|2|0.0|30.7|99.0|24.7|60.39|17.0|65.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 126 CP|#A4790E|164|121|14|0.0|26.2|91.5|35.7|54.12|11.0|57.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7548 CP|#F5CA00|245|202|0|0.0|17.6|100.0|3.9|83.14|5.0|85.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7549 CP|#F1B60F|241|182|15|0.0|24.5|93.8|5.5|78.04|13.0|78.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7550 CP|#DA9517|218|149|23|0.0|31.7|89.4|14.5|67.45|20.0|68.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7551 CP|#BE8012|190|128|18|0.0|32.6|90.5|25.5|58.82|19.0|61.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7552 CP|#7A571F|122|87|31|0.0|28.7|74.6|52.2|40.0|11.0|37.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7553 CP|#644C25|100|76|37|0.0|24.0|63.0|60.8|34.12|7.0|27.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7554 CP|#56422F|86|66|47|0.0|23.3|45.3|66.3|29.8|7.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7555 CP|#D59C31|213|156|49|0.0|26.8|77.0|16.5|68.63|15.0|61.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7556 CP|#BC8935|188|137|53|0.0|27.1|71.8|26.3|61.18|14.0|51.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7557 CP|#A87E37|168|126|55|0.0|25.0|67.3|34.1|56.08|11.0|44.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7558 CP|#A1753A|161|117|58|0.0|27.3|64.0|36.9|52.94|13.0|39.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7559 CP|#9A6E39|154|110|57|0.0|28.6|63.0|39.6|50.2|14.0|36.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7560 CP|#836439|131|100|57|0.0|23.7|56.5|48.6|44.71|9.0|29.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 7561 CP|#6C5A39|108|90|57|0.0|16.7|47.2|57.6|39.61|4.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 134 CP|#F3CC6B|243|204|107|0.0|16.0|56.0|4.7|83.92|6.0|53.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 135 CP|#F0BF50|240|191|80|0.0|20.4|66.7|5.9|80.39|10.0|61.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 136 CP|#F1B638|241|182|56|0.0|24.5|76.8|5.5|78.04|14.0|68.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 137 CP|#ED9900|237|153|0|0.0|35.4|100.0|7.1|70.59|26.0|76.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 138 CP|#E6790C|230|121|12|0.0|47.4|94.8|9.8|62.75|39.0|68.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 139 CP|#B76B06|183|107|6|0.0|41.5|96.7|28.2|52.94|27.0|59.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 140 CP|#7C551A|124|85|26|0.0|31.5|79.0|51.4|39.61|13.0|39.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2008 CP|#EFBD6D|239|189|109|0.0|20.9|54.4|6.3|80.0|12.0|47.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2009 CP|#EEB164|238|177|100|0.0|25.6|58.0|6.7|76.86|17.0|48.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2010 CP|#F0AD01|240|173|1|0.0|27.9|99.6|5.9|75.69|17.0|78.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2011 CP|#EC9743|236|151|67|0.0|36.0|71.6|7.5|70.2|28.0|56.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2012 CP|#EC9200|236|146|0|0.0|38.1|100.0|7.5|69.02|29.0|74.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2013 CP|#ED9900|237|153|0|0.0|35.4|100.0|7.1|70.59|26.0|77.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 2014 CP|#C37403|195|116|3|0.0|40.5|98.5|23.5|56.86|27.0|63.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1345 CP|#F2CB7F|242|203|127|0.0|16.1|47.5|5.1|83.92|7.0|43.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1355 CP|#F0C26E|240|194|110|0.0|19.2|54.2|5.9|81.18|10.0|48.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1365 CP|#EFAE4D|239|174|77|0.0|27.2|67.8|6.3|76.08|18.0|58.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1375 CP|#ED951B|237|149|27|0.0|37.1|88.6|7.1|69.8|28.0|70.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1385 CP|#DC7812|220|120|18|0.0|45.5|91.8|13.7|61.18|36.0|65.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1395 CP|#A06218|160|98|24|0.0|38.8|85.0|37.3|47.84|22.0|49.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 1405 CP|#765020|118|80|32|0.0|32.2|72.9|53.7|37.65|13.0|34.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 141 CP|#F1C363|241|195|99|0.0|19.1|58.9|5.5|81.57|9.0|54.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone Color Bridge Coated|PANTONE 142 CP|#F0B759|240|183|89|0.0|23.8|62.9|5.9|78.43|14.0|55.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
